,literal,grade,stroke_counts,freq,jlpt,ja_ons,ja_kuns,meanings,example
183,凹,8.0,5,2206,1.0,['オウ'],"['くぼ.む', 'へこ.む', 'ぼこ']","['concave', 'hollow', 'sunken']",お友達ブロガーさんがブログ閉鎖を決心されて凹み気味です。
184,央,3.0,5,582,2.0,['オウ'],[],"['center', 'middle']",それで中央郵便局が焼けて、やつらが私たちの大統領を誘拐したことを知ったの。
185,奥,8.0,12,1018,2.0,['オウ'],"['おく', 'おく.まる', 'くま']","['heart', 'interior']",彼らはレストランの奥の方に座った。
186,往,5.0,8,1421,1.0,['オウ'],"['い.く', 'いにしえ', 'さき.に', 'ゆ.く']","['journey', 'travel', 'chase away', 'let go', 'going', 'before', 'formerly']",私は往来で財布を拾った。
187,応,5.0,7,266,2.0,"['オウ', 'ヨウ', '-ノウ']","['あた.る', 'まさに', 'こた.える']","['apply', 'answer', 'yes', 'OK', 'reply', 'accept']",あなたは否でも応でも行かなければならない。
188,押,8.0,8,789,2.0,['オウ'],"['お.す', 'お.し-', 'お.っ-', 'お.さえる', 'おさ.える']","['push', 'stop', 'check', 'subdue', 'attach', 'seize', 'weight', 'shove', 'press', 'seal', 'do in spite of']",たいへん困ったことに、彼がパーティーに押しかけてきた。
189,旺,8.0,8,2342,1.0,"['オウ', 'キョウ', 'ゴウ']","['かがや.き', 'うつくし.い', 'さかん']","['flourishing', 'successful', 'beautiful', 'vigorous']",好奇心がお旺盛なのは大変に結構なことである。
190,横,3.0,15,480,2.0,['オウ'],['よこ'],"['sideways', 'side', 'horizontal', 'width', 'woof', 'unreasonable', 'perverse']",彼はしばらくの間横になっていた。
191,欧,8.0,8,421,2.0,['オウ'],"['うた.う', 'は.く']",['Europe'],それを皮切りとして欧州の詩や文学を多数紹介するようになりました。
192,殴,8.0,8,1622,1.0,['オウ'],['なぐ.る'],"['assault', 'hit', 'beat', 'thrash']",夫の方が殴ったと彼女は言っているが、実はその逆だった。
193,王,1.0,4,684,2.0,"['オウ', '-ノウ']",[],"['king', 'rule', 'magnate']",王の腕は長い。
194,翁,8.0,10,2064,1.0,['オウ'],['おきな'],['venerable old man'],頑固一点張の老翁だ。
195,襖,9.0,17,0,,['オウ'],"['ふすま', 'あお']",['opaque sliding door'],
196,鴬,,16,0,,['オウ'],['うぐいす'],"['nightingale', 'bush warbler']",
197,鴎,,15,2187,,['オウ'],['かもめ'],['seagull'],漱石は鴎外と同時代の人であった。
198,黄,2.0,11,1240,2.0,"['コウ', 'オウ']","['き', 'こ-']",['yellow'],独立を維持したエチオピアの国旗の赤・黄・緑を汎アフリカ色とすることもある。
199,岡,4.0,8,463,,['コウ'],['おか'],"['mount', 'hill', 'knoll']",ブライアンは岡を越えたところに住む。
200,沖,4.0,7,929,1.0,['チュウ'],"['おき', 'おきつ', 'ちゅう.する', 'わく']","['open sea', 'offing', 'rise high into sky']",その鯨が和歌山沖で発見された。
201,荻,9.0,10,1630,,['テキ'],['おぎ'],"['reed', 'rush']",
202,億,4.0,15,716,2.0,['オク'],[],"['hundred million', '10**8']",同社の今年の設備投資計画は１００億円と決められている。
203,屋,3.0,9,616,3.0,['オク'],['や'],"['roof', 'house', 'shop', 'dealer', 'seller']",彼は何でも屋だ。
204,憶,8.0,16,1324,1.0,['オク'],[],"['recollection', 'think', 'remember']",人は年をとればとるほど記憶力が弱くなる。
205,臆,8.0,17,0,,"['オク', 'ヨク']","['むね', 'おくする']","['timidity', 'heart', 'mind', 'fear', 'cowardly']",臆せず、自分の意見を述べるべきだ。
206,桶,9.0,11,2210,,"['ヨウ', 'トウ']",['おけ'],"['tub', 'bucket']",彼女が電話をしている間にふろ桶があふれた。
207,牡,9.0,7,2155,,"['ボ', 'ボウ']","['おす', 'お-', 'おん-']",['male'],昨晩食べた牡蛎に当たってしまった。
208,乙,8.0,1,1841,1.0,"['オツ', 'イツ']","['おと-', 'きのと']","['the latter', 'duplicate', 'strange', 'witty', 'fishhook radical (no. 5)']",「乙さんも甲さんもみんなかえって来てくれるとにぎやかになっていいのにね。」と申しました。
209,俺,8.0,10,1946,,['エン'],"['おれ', 'われ']","['I', 'myself']",俺は人間だ。
210,卸,8.0,9,1520,1.0,['シャ'],"['おろ.す', 'おろし', 'おろ.し']",['wholesale'],小売商人は卸しで仕入れて小売りで売る。
211,恩,6.0,10,1418,1.0,['オン'],[],"['grace', 'kindness', 'goodness', 'favor', 'mercy', 'blessing', 'benefit']",生きている限りご恩は決して忘れません。
212,温,3.0,12,838,2.0,['オン'],"['あたた.か', 'あたた.かい', 'あたた.まる', 'あたた.める', 'ぬく']",['warm'],概して、温暖な国の人々は早寝早起きである。
213,穏,8.0,16,1535,1.0,['オン'],['おだ.やか'],"['calm', 'quiet', 'moderation']",概してフロリダの気候は穏やかだ。
214,音,1.0,9,491,3.0,"['オン', 'イン', '-ノン']","['おと', 'ね']","['sound', 'noise']",魚は音が聞こえると思いますか。
215,下,1.0,3,97,4.0,"['カ', 'ゲ']","['した', 'しも', 'もと', 'さ.げる', 'さ.がる', 'くだ.る', 'くだ.り', 'くだ.す', '-くだ.す', 'くだ.さる', 'お.ろす', 'お.りる']","['below', 'down', 'descend', 'give', 'low', 'inferior']",骨は皮膚の下にある。
216,化,3.0,4,89,2.0,"['カ', 'ケ']","['ば.ける', 'ば.かす', 'ふ.ける', 'け.する']","['change', 'take the form of', 'influence', 'enchant', 'delude', '-ization']",国鉄分割民営化により、ＪＲ西日本の駅となる。
217,仮,5.0,6,1039,2.0,"['カ', 'ケ']","['かり', 'かり-']","['sham', 'temporary', 'interim', 'assumed (name)', 'informal']",仮の議事内容を送付しました。
218,何,2.0,7,340,4.0,['カ'],"['なに', 'なん', 'なに-', 'なん-']",['what'],
219,伽,9.0,7,2323,1.0,"['カ', 'ガ', 'キャ', 'ギャ']",['とぎ'],"['nursing', 'attending', 'entertainer']",庫裏とは、仏教寺院における伽藍のひとつ。
220,価,5.0,8,250,2.0,"['カ', 'ケ']",['あたい'],"['value', 'price']",覚える価値さえない。
221,佳,8.0,8,1643,1.0,['カ'],[],"['excellent', 'beautiful', 'good', 'pleasing', 'skilled']",リアリズム映画の佳作との評価を得た。
222,加,4.0,5,130,2.0,['カ'],"['くわ.える', 'くわ.わる']","['add', 'addition', 'increase', 'join', 'include', 'Canada']",私は高生加によく会う。
223,可,5.0,5,314,2.0,"['カ', 'コク']","['-べ.き', '-べ.し']","['can', 'passable', ""mustn't"", 'should not', 'do not']",数学は何とか可を取った。
224,嘉,9.0,14,1553,1.0,['カ'],"['よみ.する', 'よい']","['applaud', 'praise', 'esteem', 'happy', 'auspicious']",嘉禎元年（1235年）頃、京都で生まれる。
225,夏,2.0,10,659,3.0,"['カ', 'ガ', 'ゲ']",['なつ'],['summer'],私の母は、この夏入院していました。
226,嫁,8.0,13,1581,1.0,['カ'],"['よめ', 'とつ.ぐ', 'い.く', 'ゆ.く']","['marry into', 'bride']",嫁にやらなくてはならない娘が３人いる。
227,家,2.0,10,133,3.0,"['カ', 'ケ']","['いえ', 'や', 'うち']","['house', 'home', 'family', 'professional', 'expert', 'performer']",
228,寡,8.0,14,2035,1.0,['カ'],[],"['widow', 'minority', 'few']",彼は克己と寡黙さによって特徴づけられる人です。
229,科,2.0,9,531,2.0,['カ'],[],"['department', 'course', 'section']",目白というメジロ科の鳥だ。
230,暇,8.0,13,1386,1.0,['カ'],"['ひま', 'いとま']","['spare time', 'rest', 'leisure', 'time', 'leave of absence']",土曜日は彼が暇な日です。
231,果,4.0,8,258,2.0,['カ'],"['は.たす', 'はた.す', '-は.たす', 'は.てる', '-は.てる', 'は.て']","['fruit', 'reward', 'carry out', 'achieve', 'complete', 'end', 'finish', 'succeed']",結果次第では、両社に対して2月以来の行政指導が行われる。
232,架,8.0,9,1555,1.0,['カ'],"['か.ける', 'か.かる']","['erect', 'frame', 'mount', 'support', 'shelf', 'construct']",この川に架かっているあの橋は町で一番古い。
233,歌,2.0,14,519,3.0,['カ'],"['うた', 'うた.う']","['song', 'sing']",この歌は日本でたいへん人気がある。
234,河,5.0,8,663,2.0,['カ'],['かわ'],['river'],これが河？
235,火,1.0,4,574,4.0,['カ'],"['ひ', '-び', 'ほ-']",['fire'],火を貸してくれませんか。
236,珂,9.0,9,2227,,['カ'],[],['jewel'],
237,禍,8.0,13,2010,1.0,['カ'],['わざわい'],"['calamity', 'misfortune', 'evil', 'curse']",口は禍の門。
238,禾,9.0,5,0,,['カ'],['いね'],['two-branch tree radical (no. 115)'],
239,稼,8.0,15,1264,1.0,['カ'],['かせ.ぐ'],"['earnings', 'work', 'earn money']",工場はフル稼動している。
240,箇,8.0,14,0,1.0,"['カ', 'コ']",[],['counter for articles'],この湖はこの箇所が一番深い。
241,花,1.0,7,578,4.0,"['カ', 'ケ']",['はな'],['flower'],この花は何と言いますか。
242,苛,8.0,8,0,,['カ'],"['いじ.める', 'さいな.む', 'いらだ.つ', 'からい', 'こまかい']","['torment', 'scold', 'chastise']",彼女のわがままにはしばしば苛々する。
243,茄,9.0,8,0,1.0,['カ'],[],['eggplant'],瓜のつるに茄子はならぬ。
244,荷,3.0,10,1230,2.0,['カ'],['に'],"['baggage', 'shoulder-pole load', 'bear (a burden)', 'shoulder (a gun)', 'load', 'cargo', 'freight']",この仕事は私には荷が重すぎる。
245,華,8.0,10,1085,1.0,"['カ', 'ケ']",['はな'],"['splendor', 'flower', 'petal', 'shine', 'luster', 'ostentatious', 'showy', 'gay', 'gorgeous']",頼めば、その華はもらえる。
246,菓,8.0,11,1719,2.0,['カ'],[],"['candy', 'cakes', 'fruit']",いろいろなお菓子があった。
247,蝦,9.0,15,2501,,"['カ', 'ゲ']",['えび'],"['shrimp', 'prawn', 'lobster']",
248,課,4.0,15,455,2.0,['カ'],[],"['chapter', 'lesson', 'section', 'department', 'division', 'counter for chapters (of a book)']",１０課を初めから読みなさい。
249,嘩,9.0,13,0,,"['カ', 'ケ']",['かまびす.しい'],['noisy'],ジーンは子供の教育のことでポールと喧嘩した。
250,貨,4.0,11,822,2.0,['カ'],['たから'],"['freight', 'goods', 'property']",ある通貨の価値が下がると、その国の経済にインフレの影響をもたらす。
251,迦,9.0,8,2160,,"['カ', 'ケ']",[],['(used phonetically)'],釈迦に経。
252,過,5.0,12,285,2.0,['カ'],"['す.ぎる', 'す.ごす', 'あやま.ち', 'あやま.つ', 'よぎ.る', 'よ.ぎる']","['overdo', 'exceed', 'go beyond', 'error']",過ぎたるはなお及ばざるがごとし。
253,霞,9.0,17,1603,1.0,"['カ', 'ゲ']","['かすみ', 'かす.む']","['be hazy', 'grow dim', 'blurred']",うすく霞がかかっていた。
254,蚊,8.0,10,2121,1.0,['ブン'],['か'],['mosquito'],蚊の群れが彼を追った。
255,俄,9.0,9,0,,['ガ'],['にわか'],"['sudden', 'abrupt', 'improvised']",ウオーッ、みんなの励ましをもらって俄然やる気が出てきたぞ！
256,峨,9.0,10,2234,,['ガ'],['けわ.しい'],['high mountain'],家名を嵯峨と改姓したのは明治３年でした。
257,我,6.0,7,829,1.0,['ガ'],"['われ', 'わ', 'わ.が-', 'わが-']","['ego', 'I', 'selfish', 'our', 'oneself']",彼女はうれしさのあまり我を忘れました。
258,牙,8.0,5,2067,,"['ガ', 'ゲ']","['きば', 'は']","['tusk', 'fang', 'tusk radical (no. 92)']",「漂泊の牙」
259,画,2.0,8,199,3.0,"['ガ', 'カク', 'エ', 'カイ']","['えが.く', 'かく.する', 'かぎ.る', 'はかりごと', 'はか.る']","['brush-stroke', 'picture']",これは彼によってかかれた画です。
260,臥,9.0,9,0,,['ガ'],"['ふせ.る', 'ふ.せる', 'ふ.す']","['bend down', 'bow', 'lie prostrate']",私は長い間臥薪嘗胆の苦しみをなめた。
261,芽,4.0,8,1691,1.0,['ガ'],['め'],"['bud', 'sprout', 'spear', 'germ']",木が芽をふいている。
262,蛾,,13,0,,"['ギ', 'ガ']",['ひむし'],['moth'],それは蝶ですか、それとも蛾ですか。
263,賀,4.0,12,1056,1.0,['ガ'],[],"['congratulations', 'joy']",私たちが志賀高原に着く頃には雪が降っているでしょう。
264,雅,8.0,13,1192,1.0,['ガ'],['みや.び'],"['gracious', 'elegant', 'graceful', 'refined']",醜いアヒルの子は優雅な白鳥となった。
265,餓,8.0,15,1754,1.0,['ガ'],['う.える'],"['starve', 'hungry', 'thirst']",かわいそうにその子供は餓死寸前だった。
266,駕,9.0,15,0,,"['カ', 'ガ']","['かご', 'が.する', 'しのぐ', 'のる']","['vehicle', 'palanquin', 'litter', 'hitch up an animal']",彼は競争者を優に凌駕した。
267,介,8.0,4,617,2.0,['カイ'],[],"['jammed in', 'shellfish', 'mediate', 'concern oneself with']",イギリス人はしばしば、誰かに紹介されるとすぐ握手をする。
268,会,2.0,6,4,4.0,"['カイ', 'エ']","['あ.う', 'あ.わせる', 'あつ.まる']","['meeting', 'meet', 'party', 'association', 'interview', 'join']",私は喜んでその会に出席します。
269,解,5.0,13,176,2.0,"['カイ', 'ゲ']","['と.く', 'と.かす', 'と.ける', 'ほど.く', 'ほど.ける', 'わか.る', 'さと.る']","['unravel', 'notes', 'key', 'explanation', 'understanding', 'untie', 'undo', 'solve', 'answer', 'cancel', 'absolve', 'explain', 'minute']",彼が何をするか解からない。
270,回,2.0,6,50,3.0,"['カイ', 'エ']","['まわ.る', '-まわ.る', '-まわ.り', 'まわ.す', '-まわ.す', 'まわ.し-', '-まわ.し', 'もとお.る', 'か.える']","['-times', 'round', 'game', 'revolve', 'counter for occurrences']",私はその映画を５回見た。
271,塊,8.0,13,1800,1.0,"['カイ', 'ケ']","['かたまり', 'つちくれ']","['clod', 'lump', 'chunk', 'clot', 'mass']",巨大な肉の塊が当たった。
272,壊,8.0,16,727,1.0,"['カイ', 'エ']","['こわ.す', 'こわ.れる', 'やぶ.る']","['demolition', 'break', 'destroy']",この少年は窓を壊した事を否定した。
273,廻,9.0,9,0,,"['カイ', 'エ']","['まわ.る', 'まわ.す', 'もとお.る', 'めぐ.る', 'めぐ.らす']","['round', 'game', 'revolve', 'go around', 'circumference']",つきが、ずっと廻ってこないと、あきらめない賭博師は危機をおかして、大金を狙わざるをえなくなる。
274,快,5.0,7,1074,2.0,['カイ'],['こころよ.い'],"['cheerful', 'pleasant', 'agreeable', 'comfortable']",快便快食快眠は健康のしるし。
275,怪,8.0,8,1634,1.0,"['カイ', 'ケ']","['あや.しい', 'あや.しむ']","['suspicious', 'mystery', 'apparition']",彼は怪我の賠償として多額の金を受け取った。
276,悔,8.0,9,1460,1.0,['カイ'],"['く.いる', 'く.やむ', 'くや.しい']","['repent', 'regret']",私は彼をいじめたことを後悔した。
277,恢,9.0,9,0,,"['カイ', 'ケ']",['ひろ.い'],"['wide', 'large', 'enlarge']",天網恢恢疎にして漏らさずの言葉とおり、天罰てき面だ。
278,懐,8.0,16,1493,1.0,"['カイ', 'エ']","['ふところ', 'なつ.かしい', 'なつ.かしむ', 'なつ.く', 'なつ.ける', 'なず.ける', 'いだ.く', 'おも.う']","['feelings', 'heart', 'yearn', 'miss someone', 'become attached to', 'bosom', 'breast', 'pocket']",彼は懐が暖かい。
279,戒,8.0,7,1062,1.0,['カイ'],['いまし.める'],['commandment'],警戒するに越したことはない。
280,拐,8.0,8,1498,1.0,['カイ'],[],"['kidnap', 'falsify']",それで中央郵便局が焼けて、やつらが私たちの大統領を誘拐したことを知ったの。
281,改,4.0,7,147,2.0,['カイ'],"['あらた.める', 'あらた.まる']","['reformation', 'change', 'modify', 'mend', 'renew', 'examine', 'inspect', 'search']",政府が今国会への改正案提出の見送り方針を固めたことを歓迎する一方、小泉首相が提出断念を明言していない点を警戒する声も上がった。
282,魁,9.0,14,2108,1.0,['カイ'],"['さきがけ', 'かしら']",['charging ahead of others'],
283,晦,9.0,10,0,,['カイ'],"['つごもり', 'くら.い', 'みそか', 'くら.む']","['dark', 'disappear']",トムは元気を取り戻した。そして、やっぱり、大晦日にはびっこを引きながらもパーティーに参加できた。
284,械,4.0,11,1321,2.0,['カイ'],['かせ'],"['contraption', 'fetter', 'machine', 'instrument']",機械を始動するには、このボタンを押しなさい。
285,海,2.0,9,200,3.0,['カイ'],['うみ'],"['sea', 'ocean']",魚は海に住んでいる。
286,灰,6.0,6,1717,2.0,['カイ'],['はい'],"['ashes', 'puckery juice', 'cremate']",その古い家は焼けて灰になった。
287,界,3.0,9,158,3.0,['カイ'],[],"['world', 'boundary']",彼女には法曹界に向いたところがありますか。
288,皆,8.0,9,1267,2.0,['カイ'],"['みな', 'みんな']","['all', 'everything']",その話の真相は皆によく知られている。
